paper_id,year,top_level,primary_category,category,is_primary_category
2501.18393,2025,stat,stat.AP,stat.AP,True
2109.14401,2021,cs,cs.CL,cs.CL,True
2106.10669,2021,stat,stat.ML,stat.ML,True
2106.10669,2021,stat,stat.ML,cs.LG,False
2405.13907,2024,cs,cs.CL,cs.CL,True
2405.13907,2024,cs,cs.CL,cs.AI,False
2404.17709,2024,stat,stat.ML,stat.ML,True
2404.17709,2024,stat,stat.ML,cs.LG,False
2502.00644,2025,stat,stat.AP,stat.AP,True
2011.06655,2020,cs,cs.LG,cs.LG,True
2011.06655,2020,cs,cs.LG,cs.PF,False
2509.18011,2025,stat,stat.ML,stat.ML,True
2509.18011,2025,stat,stat.ML,cs.LG,False
2509.18011,2025,stat,stat.ML,cs.MA,False
2509.18011,2025,stat,stat.ML,eess.SP,False
2102.10308,2021,stat,stat.AP,stat.AP,True
2102.10308,2021,stat,stat.AP,physics.soc-ph,False
2402.18326,2024,cs,cs.CY,cs.CY,True
2402.18326,2024,cs,cs.CY,cs.AI,False
2512.20949,2025,cs,cs.CL,cs.CL,True
2512.20949,2025,cs,cs.CL,cs.AI,False
2512.03943,2025,cs,cs.CL,cs.CL,True
2512.03943,2025,cs,cs.CL,cs.HC,False
2307.13634,2023,stat,stat.AP,stat.AP,True
2407.08259,2024,stat,stat.AP,stat.AP,True
2210.04508,2022,stat,stat.ML,stat.ML,True
2210.04508,2022,stat,stat.ML,cs.LG,False
2009.05304,2020,stat,stat.AP,stat.AP,True
2009.05304,2020,stat,stat.AP,stat.ME,False
2509.19975,2025,cs,cs.LG,cs.LG,True
2503.10496,2025,stat,stat.ML,stat.ML,True
2503.10496,2025,stat,stat.ML,cs.AI,False
2503.10496,2025,stat,stat.ML,cs.LG,False
2503.10496,2025,stat,stat.ML,stat.CO,False
2503.10496,2025,stat,stat.ML,stat.ME,False
2106.08929,2021,stat,stat.ML,stat.ML,True
2106.08929,2021,stat,stat.ML,cs.LG,False
2508.11205,2025,cs,cs.LG,cs.LG,True
2210.07880,2022,stat,stat.ML,stat.ML,True
2210.07880,2022,stat,stat.ML,cs.LG,False
2210.07880,2022,stat,stat.ML,cs.NA,False
2210.07880,2022,stat,stat.ML,math.NA,False
2205.01054,2022,stat,stat.ML,stat.ML,True
2205.01054,2022,stat,stat.ML,cs.LG,False
2205.01054,2022,stat,stat.ML,stat.AP,False
2509.24283,2025,cs,cs.DL,cs.DL,True
2509.24283,2025,cs,cs.DL,cs.CL,False
2004.12741,2020,stat,stat.AP,stat.AP,True
2211.01008,2022,stat,stat.ML,stat.ML,True
2211.01008,2022,stat,stat.ML,stat.AP,False
2102.12467,2021,stat,stat.ML,stat.ML,True
2102.12467,2021,stat,stat.ML,cs.CR,False
2102.12467,2021,stat,stat.ML,cs.LG,False
2507.08150,2025,stat,stat.ML,stat.ML,True
2507.08150,2025,stat,stat.ML,cs.LG,False
2507.08150,2025,stat,stat.ML,stat.ME,False
2502.11569,2025,cs,cs.CL,cs.CL,True
2502.11569,2025,cs,cs.CL,cs.AI,False
2502.11569,2025,cs,cs.CL,cs.LG,False
2205.09435,2022,stat,stat.ML,stat.ML,True
2205.09435,2022,stat,stat.ML,cs.AI,False
2205.09435,2022,stat,stat.ML,cs.LG,False
2205.09435,2022,stat,stat.ML,stat.CO,False
2012.14201,2020,cs,cs.HC,cs.HC,True
2502.12977,2025,stat,stat.ML,stat.ML,True
2502.12977,2025,stat,stat.ML,cs.AI,False
2502.12977,2025,stat,stat.ML,cs.LG,False
2502.12977,2025,stat,stat.ML,q-bio.NC,False
2305.15988,2023,stat,stat.ML,stat.ML,True
2305.15988,2023,stat,stat.ML,cs.LG,False
2305.15988,2023,stat,stat.ML,stat.CO,False
2305.15988,2023,stat,stat.ML,stat.ME,False
2502.06334,2025,stat,stat.AP,stat.AP,True
2410.00182,2024,cs,cs.CL,cs.CL,True
2410.00182,2024,cs,cs.CL,cs.AI,False
2310.17111,2023,stat,stat.AP,stat.AP,True
2304.06197,2023,cs,cs.LG,cs.LG,True
2304.06197,2023,cs,cs.LG,physics.flu-dyn,False
2309.16858,2023,stat,stat.ML,stat.ML,True
2309.16858,2023,stat,stat.ML,cs.LG,False
2101.01494,2021,stat,stat.ML,stat.ML,True
2101.01494,2021,stat,stat.ML,cs.LG,False
2308.16288,2023,stat,stat.AP,stat.AP,True
2102.07060,2021,stat,stat.ML,stat.ML,True
2102.07060,2021,stat,stat.ML,cs.LG,False
2102.07060,2021,stat,stat.ML,math.PR,False
2102.07060,2021,stat,stat.ML,stat.ME,False
2405.17712,2024,cs,cs.CL,cs.CL,True
2405.17712,2024,cs,cs.CL,cs.LG,False
2012.02100,2020,stat,stat.AP,stat.AP,True
2012.02100,2020,stat,stat.AP,stat.ME,False
2109.08844,2021,stat,stat.ML,stat.ML,True
2109.08844,2021,stat,stat.ML,cs.LG,False
2109.08844,2021,stat,stat.ML,math.ST,False
2109.08844,2021,stat,stat.ML,stat.TH,False
2305.13882,2023,stat,stat.ML,stat.ML,True
2305.13882,2023,stat,stat.ML,cs.LG,False
2305.13882,2023,stat,stat.ML,stat.CO,False
2307.05496,2023,cs,cs.HC,cs.HC,True
2401.03601,2024,cs,cs.CL,cs.CL,True
2401.03601,2024,cs,cs.CL,cs.AI,False
2301.07498,2023,cs,cs.LG,cs.LG,True
2301.07498,2023,cs,cs.LG,cs.AI,False
2301.07498,2023,cs,cs.LG,cs.DC,False
2303.17367,2023,cs,cs.CL,cs.CL,True
2102.07006,2021,stat,stat.ML,stat.ML,True
2102.07006,2021,stat,stat.ML,cs.LG,False
2503.10620,2025,cs,cs.CL,cs.CL,True
2411.13116,2024,cs,cs.LG,cs.LG,True
2411.13116,2024,cs,cs.LG,cs.AI,False
2007.05470,2020,cs,cs.LG,cs.LG,True
2007.05470,2020,cs,cs.LG,stat.AP,False
2007.05470,2020,cs,cs.LG,stat.ML,False
2512.24211,2025,stat,stat.AP,stat.AP,True
2303.03510,2023,cs,cs.CL,cs.CL,True
2006.16341,2020,cs,cs.LG,cs.LG,True
2006.16341,2020,cs,cs.LG,cs.AI,False
2006.16341,2020,cs,cs.LG,stat.ML,False
2406.11159,2024,cs,cs.LG,cs.LG,True
2406.11159,2024,cs,cs.LG,cs.DC,False
2204.04597,2022,stat,stat.ML,stat.ML,True
2204.04597,2022,stat,stat.ML,cs.LG,False
2204.04597,2022,stat,stat.ML,math.ST,False
2204.04597,2022,stat,stat.ML,stat.TH,False
2312.04745,2023,stat,stat.AP,stat.AP,True
2312.04745,2023,stat,stat.AP,cs.LG,False
2112.12961,2021,stat,stat.ML,stat.ML,True
2112.12961,2021,stat,stat.ML,cs.LG,False
2303.00620,2023,cs,cs.LG,cs.LG,True
2303.00620,2023,cs,cs.LG,stat.ML,False
2410.18268,2024,stat,stat.ML,stat.ML,True
2410.18268,2024,stat,stat.ML,cs.LG,False
2410.18268,2024,stat,stat.ML,stat.ME,False
2210.14555,2022,stat,stat.AP,stat.AP,True
2210.14555,2022,stat,stat.AP,math.ST,False
2210.14555,2022,stat,stat.AP,stat.CO,False
2210.14555,2022,stat,stat.AP,stat.TH,False
2211.10486,2022,cs,cs.IR,cs.IR,True
2410.22754,2024,stat,stat.ML,stat.ML,True
2410.22754,2024,stat,stat.ML,cs.LG,False
2410.22754,2024,stat,stat.ML,stat.ME,False
2510.26401,2025,stat,stat.ML,stat.ML,True
2510.26401,2025,stat,stat.ML,cs.LG,False
2501.13704,2025,cs,cs.LG,cs.LG,True
2501.13704,2025,cs,cs.LG,cs.NA,False
2501.13704,2025,cs,cs.LG,math.NA,False
2305.06862,2023,stat,stat.ML,stat.ML,True
2305.06862,2023,stat,stat.ML,cs.HC,False
2305.06862,2023,stat,stat.ML,cs.LG,False
2409.05343,2024,stat,stat.AP,stat.AP,True
2211.16313,2022,stat,stat.AP,stat.AP,True
2205.11361,2022,stat,stat.ML,stat.ML,True
2205.11361,2022,stat,stat.ML,cs.LG,False
2205.11361,2022,stat,stat.ML,math.DS,False
2205.11361,2022,stat,stat.ML,math.PR,False
2503.05733,2025,cs,cs.CY,cs.CY,True
2503.05733,2025,cs,cs.CY,cs.AI,False
2411.14706,2024,stat,stat.AP,stat.AP,True
2106.13076,2021,cs,cs.LG,cs.LG,True
2106.13076,2021,cs,cs.LG,cs.AI,False
2106.13076,2021,cs,cs.LG,cs.CR,False
2311.01043,2023,cs,cs.AI,cs.AI,True
2306.00021,2023,cs,cs.CL,cs.CL,True
2306.00021,2023,cs,cs.CL,cs.AI,False
2306.00021,2023,cs,cs.CL,cs.HC,False
2306.00021,2023,cs,cs.CL,cs.SI,False
2510.00414,2025,cs,cs.HC,cs.HC,True
2205.13080,2022,stat,stat.ML,stat.ML,True
2205.13080,2022,stat,stat.ML,cs.LG,False
2205.13080,2022,stat,stat.ML,stat.CO,False
2401.11772,2024,cs,cs.LG,cs.LG,True
2401.11772,2024,cs,cs.LG,cs.AI,False
2401.11772,2024,cs,cs.LG,cs.SI,False
2212.09175,2022,cs,cs.LG,cs.LG,True
2004.05217,2020,stat,stat.AP,stat.AP,True
2004.05217,2020,stat,stat.AP,stat.OT,False
2108.11610,2021,stat,stat.AP,stat.AP,True
2309.17035,2023,cs,cs.CL,cs.CL,True
2110.00445,2021,stat,stat.ML,stat.ML,True
2110.00445,2021,stat,stat.ML,cs.LG,False
2010.10685,2020,cs,cs.IR,cs.IR,True
2312.04219,2023,cs,cs.CL,cs.CL,True
2312.04219,2023,cs,cs.CL,physics.soc-ph,False
2103.08794,2021,stat,stat.AP,stat.AP,True
2103.08794,2021,stat,stat.AP,q-bio.PE,False
2302.08948,2023,cs,cs.CL,cs.CL,True
2302.08948,2023,cs,cs.CL,cs.CV,False
2206.09872,2022,stat,stat.AP,stat.AP,True
2206.09872,2022,stat,stat.AP,cs.LG,False
2206.09872,2022,stat,stat.AP,q-bio.GN,False
2003.01115,2020,stat,stat.ML,stat.ML,True
2003.01115,2020,stat,stat.ML,cs.LG,False
2205.02933,2022,stat,stat.AP,stat.AP,True
2207.03466,2022,stat,stat.AP,stat.AP,True
2112.09865,2021,stat,stat.ML,stat.ML,True
2112.09865,2021,stat,stat.ML,cs.LG,False
2402.04582,2024,stat,stat.AP,stat.AP,True
2402.04582,2024,stat,stat.AP,stat.ML,False
2010.12362,2020,stat,stat.ML,stat.ML,True
2010.12362,2020,stat,stat.ML,cs.LG,False
2306.11307,2023,cs,cs.LG,cs.LG,True
2306.11307,2023,cs,cs.LG,cs.AI,False
2506.17657,2025,stat,stat.AP,stat.AP,True
2506.17657,2025,stat,stat.AP,cs.CY,False
2407.00673,2024,cs,cs.LG,cs.LG,True
2209.07396,2022,stat,stat.ML,stat.ML,True
2209.07396,2022,stat,stat.ML,cs.LG,False
2410.12832,2024,cs,cs.LG,cs.LG,True
2410.14742,2024,cs,cs.LG,cs.LG,True
2410.12690,2024,stat,stat.ML,stat.ML,True
2410.12690,2024,stat,stat.ML,cs.LG,False
2410.12690,2024,stat,stat.ML,stat.AP,False
2410.12690,2024,stat,stat.ML,stat.ME,False
2301.05292,2023,cs,cs.LG,cs.LG,True
2505.17621,2025,cs,cs.LG,cs.LG,True
2111.06748,2021,stat,stat.ML,stat.ML,True
2111.06748,2021,stat,stat.ML,cs.LG,False
2207.03406,2022,stat,stat.ML,stat.ML,True
2207.03406,2022,stat,stat.ML,cs.LG,False
2207.03406,2022,stat,stat.ML,math.ST,False
2207.03406,2022,stat,stat.ML,stat.TH,False
2502.06900,2025,cs,cs.LG,cs.LG,True
2502.06900,2025,cs,cs.LG,cs.DM,False
2007.06136,2020,stat,stat.AP,stat.AP,True
2203.07531,2022,stat,stat.AP,stat.AP,True
2303.16852,2023,stat,stat.ML,stat.ML,True
2303.16852,2023,stat,stat.ML,cs.LG,False
2409.13232,2024,cs,cs.LG,cs.LG,True
2409.13232,2024,cs,cs.LG,cs.AI,False
2409.13232,2024,cs,cs.LG,cs.CR,False
2104.05467,2021,cs,cs.LG,cs.LG,True
2104.05467,2021,cs,cs.LG,cs.AI,False
2002.10118,2020,stat,stat.ML,stat.ML,True
2002.10118,2020,stat,stat.ML,cs.LG,False
2509.17140,2025,stat,stat.AP,stat.AP,True
2509.17140,2025,stat,stat.AP,stat.ME,False
2406.01653,2024,stat,stat.ML,stat.ML,True
2406.01653,2024,stat,stat.ML,cs.LG,False
2406.01653,2024,stat,stat.ML,math.PR,False
2406.01653,2024,stat,stat.ML,stat.AP,False
2406.01653,2024,stat,stat.ML,stat.ME,False
2410.12936,2024,stat,stat.AP,stat.AP,True
2306.10189,2023,stat,stat.ML,stat.ML,True
2306.10189,2023,stat,stat.ML,cs.LG,False
2408.10996,2024,stat,stat.ML,stat.ML,True
2408.10996,2024,stat,stat.ML,cs.LG,False
2408.10996,2024,stat,stat.ML,cs.NA,False
2408.10996,2024,stat,stat.ML,math.NA,False
2404.05133,2024,cs,cs.CL,cs.CL,True
2403.02024,2024,stat,stat.AP,stat.AP,True
2510.10862,2025,cs,cs.LG,cs.LG,True
2510.10862,2025,cs,cs.LG,cs.AR,False
2405.00975,2024,cs,cs.IR,cs.IR,True
2405.00975,2024,cs,cs.IR,cs.CL,False
2210.06564,2022,stat,stat.ML,stat.ML,True
2210.06564,2022,stat,stat.ML,cs.LG,False
2210.06564,2022,stat,stat.ML,stat.ME,False
2507.16690,2025,stat,stat.AP,stat.AP,True
2410.09038,2024,cs,cs.CL,cs.CL,True
2410.09038,2024,cs,cs.CL,cs.AI,False
2510.09534,2025,stat,stat.ML,stat.ML,True
2510.09534,2025,stat,stat.ML,cs.LG,False
2503.01431,2025,cs,cs.LG,cs.LG,True
2410.09480,2024,stat,stat.ML,stat.ML,True
2410.09480,2024,stat,stat.ML,cs.LG,False
2410.09480,2024,stat,stat.ML,math.OC,False
2509.08404,2025,cs,cs.HC,cs.HC,True
2001.02921,2020,cs,cs.HC,cs.HC,True
2001.02921,2020,cs,cs.HC,cs.AI,False
2102.13278,2021,stat,stat.ML,stat.ML,True
2102.13278,2021,stat,stat.ML,cs.LG,False
2102.13278,2021,stat,stat.ML,q-bio.QM,False
2102.13278,2021,stat,stat.ML,stat.ME,False
2004.14528,2020,stat,stat.ML,stat.ML,True
2004.14528,2020,stat,stat.ML,cs.CV,False
2004.14528,2020,stat,stat.ML,cs.IT,False
2004.14528,2020,stat,stat.ML,cs.LG,False
2004.14528,2020,stat,stat.ML,eess.SP,False
2004.14528,2020,stat,stat.ML,math.IT,False
2010.06152,2020,cs,cs.HC,cs.HC,True
2109.03863,2021,stat,stat.AP,stat.AP,True
2004.14194,2020,stat,stat.AP,stat.AP,True
2510.09596,2025,cs,cs.LG,cs.LG,True
2510.09596,2025,cs,cs.LG,cs.AI,False
2005.11738,2020,stat,stat.AP,stat.AP,True
2006.14078,2020,stat,stat.ML,stat.ML,True
2006.14078,2020,stat,stat.ML,cs.LG,False
2006.14078,2020,stat,stat.ML,cs.SC,False
2006.14078,2020,stat,stat.ML,math.AG,False
2006.14078,2020,stat,stat.ML,stat.AP,False
2002.08443,2020,stat,stat.ML,stat.ML,True
2002.08443,2020,stat,stat.ML,cs.LG,False
2208.04192,2022,cs,cs.DL,cs.DL,True
2006.15714,2020,cs,cs.LG,cs.LG,True
2006.15714,2020,cs,cs.LG,cs.AI,False
2411.04899,2024,cs,cs.LG,cs.LG,True
2410.17967,2024,cs,cs.LG,cs.LG,True
2410.17967,2024,cs,cs.LG,eess.SP,False
2410.17967,2024,cs,cs.LG,stat.AP,False
2404.08927,2024,stat,stat.AP,stat.AP,True
2312.13720,2023,stat,stat.AP,stat.AP,True
2411.07483,2024,stat,stat.ML,stat.ML,True
2411.07483,2024,stat,stat.ML,cs.CV,False
2411.07483,2024,stat,stat.ML,cs.IT,False
2411.07483,2024,stat,stat.ML,cs.LG,False
2411.07483,2024,stat,stat.ML,eess.IV,False
2411.07483,2024,stat,stat.ML,math.IT,False
2312.00427,2023,stat,stat.ML,stat.ML,True
2312.00427,2023,stat,stat.ML,cs.LG,False
2308.08364,2023,stat,stat.AP,stat.AP,True
2308.08364,2023,stat,stat.AP,stat.ME,False
2207.04258,2022,cs,cs.LG,cs.LG,True
2207.04258,2022,cs,cs.LG,cs.AI,False
2207.04258,2022,cs,cs.LG,cs.DC,False
2107.09194,2021,stat,stat.ML,stat.ML,True
2107.09194,2021,stat,stat.ML,cs.LG,False
2107.09194,2021,stat,stat.ML,stat.ME,False
2302.02094,2023,cs,cs.HC,cs.HC,True
2302.14011,2023,stat,stat.ML,stat.ML,True
2302.14011,2023,stat,stat.ML,cs.LG,False
2302.14011,2023,stat,stat.ML,stat.ME,False
2209.00427,2022,stat,stat.ML,stat.ML,True
2209.00427,2022,stat,stat.ML,cs.CY,False
2209.00427,2022,stat,stat.ML,cs.LG,False
2209.00427,2022,stat,stat.ML,math.ST,False
2209.00427,2022,stat,stat.ML,stat.TH,False
2412.06158,2024,stat,stat.ML,stat.ML,True
2412.06158,2024,stat,stat.ML,cs.LG,False
2412.06158,2024,stat,stat.ML,math-ph,False
2412.06158,2024,stat,stat.ML,math.MP,False
2412.06158,2024,stat,stat.ML,nlin.PS,False
2412.06158,2024,stat,stat.ML,physics.comp-ph,False
2510.04277,2025,stat,stat.ML,stat.ML,True
2510.04277,2025,stat,stat.ML,cs.LG,False
2303.08102,2023,cs,cs.LG,cs.LG,True
2303.08102,2023,cs,cs.LG,stat.ML,False
2308.15299,2023,cs,cs.CL,cs.CL,True
2308.12044,2023,cs,cs.LG,cs.LG,True
2308.12044,2023,cs,cs.LG,cs.AI,False
2308.12044,2023,cs,cs.LG,math.OC,False
2308.12044,2023,cs,cs.LG,stat.ML,False
2102.13330,2021,stat,stat.AP,stat.AP,True
2305.15746,2023,stat,stat.ML,stat.ML,True
2305.15746,2023,stat,stat.ML,cs.LG,False
2101.03254,2021,stat,stat.AP,stat.AP,True
2402.14264,2024,stat,stat.ML,stat.ML,True
2402.14264,2024,stat,stat.ML,cs.LG,False
2402.14264,2024,stat,stat.ML,econ.EM,False
2402.14264,2024,stat,stat.ML,math.ST,False
2402.14264,2024,stat,stat.ML,stat.ME,False
2402.14264,2024,stat,stat.ML,stat.TH,False
2305.00833,2023,cs,cs.LG,cs.LG,True
2305.00833,2023,cs,cs.LG,cs.AI,False
2305.00833,2023,cs,cs.LG,cs.CL,False
2305.16703,2023,stat,stat.ML,stat.ML,True
2305.16703,2023,stat,stat.ML,cs.LG,False
2201.05060,2022,stat,stat.ML,stat.ML,True
2201.05060,2022,stat,stat.ML,cs.LG,False
2201.05060,2022,stat,stat.ML,stat.ME,False
2306.10882,2023,cs,cs.LG,cs.LG,True
2306.10882,2023,cs,cs.LG,stat.ML,False
2409.19377,2024,stat,stat.ML,stat.ML,True
2409.19377,2024,stat,stat.ML,cs.LG,False
2202.13733,2022,stat,stat.ML,stat.ML,True
2202.13733,2022,stat,stat.ML,cs.LG,False
2202.13733,2022,stat,stat.ML,math.OC,False
2512.14311,2025,stat,stat.ML,stat.ML,True
2512.14311,2025,stat,stat.ML,cs.LG,False
2408.05094,2024,cs,cs.CL,cs.CL,True
2209.07306,2022,stat,stat.AP,stat.AP,True
2209.07306,2022,stat,stat.AP,cs.CY,False
2209.07306,2022,stat,stat.AP,math.ST,False
2209.07306,2022,stat,stat.AP,stat.TH,False
2504.13263,2025,cs,cs.AI,cs.AI,True
2207.06529,2022,stat,stat.ML,stat.ML,True
2207.06529,2022,stat,stat.ML,cs.LG,False
2410.15931,2024,stat,stat.AP,stat.AP,True
2410.15931,2024,stat,stat.AP,stat.ME,False
2509.01772,2025,cs,cs.CL,cs.CL,True
2509.01772,2025,cs,cs.CL,cs.AI,False
2105.05146,2021,stat,stat.ML,stat.ML,True
2105.05146,2021,stat,stat.ML,cs.LG,False
2011.02683,2020,stat,stat.ML,stat.ML,True
2011.02683,2020,stat,stat.ML,cs.LG,False
2402.18154,2024,cs,cs.CL,cs.CL,True
2402.18154,2024,cs,cs.CL,cs.AI,False
2402.18154,2024,cs,cs.CL,cs.IR,False
2410.11771,2024,stat,stat.ML,stat.ML,True
2410.11771,2024,stat,stat.ML,cs.NA,False
2410.11771,2024,stat,stat.ML,math.NA,False
2508.00619,2025,cs,cs.CL,cs.CL,True
2508.00619,2025,cs,cs.CL,cs.LG,False
2508.14948,2025,cs,cs.LG,cs.LG,True
2512.21829,2025,stat,stat.ML,stat.ML,True
2512.21829,2025,stat,stat.ML,cs.LG,False
2502.11830,2025,cs,cs.CL,cs.CL,True
2512.09732,2025,stat,stat.AP,stat.AP,True
2512.09732,2025,stat,stat.AP,stat.ME,False
2212.10474,2022,cs,cs.CL,cs.CL,True
2310.05163,2023,cs,cs.CL,cs.CL,True
2207.00709,2022,cs,cs.CL,cs.CL,True
2207.00709,2022,cs,cs.CL,physics.soc-ph,False
2206.03955,2022,stat,stat.ML,stat.ML,True
2206.03955,2022,stat,stat.ML,cs.CV,False
2206.03955,2022,stat,stat.ML,cs.LG,False
2407.09297,2024,cs,cs.LG,cs.LG,True
2407.09297,2024,cs,cs.LG,stat.ML,False
2202.01463,2022,stat,stat.ML,stat.ML,True
2202.01463,2022,stat,stat.ML,cs.LG,False
2410.14726,2024,cs,cs.LG,cs.LG,True
2203.14037,2022,cs,cs.IR,cs.IR,True
2203.14037,2022,cs,cs.IR,cs.LG,False
2109.13004,2021,stat,stat.ML,stat.ML,True
2109.13004,2021,stat,stat.ML,cs.CV,False
2109.13004,2021,stat,stat.ML,cs.LG,False
2303.01923,2023,stat,stat.ML,stat.ML,True
2303.01923,2023,stat,stat.ML,cs.LG,False
2303.01923,2023,stat,stat.ML,q-fin.ST,False
2303.01923,2023,stat,stat.ML,stat.AP,False
2212.14163,2022,stat,stat.ML,stat.ML,True
2212.14163,2022,stat,stat.ML,cs.LG,False
2212.14163,2022,stat,stat.ML,stat.CO,False
2410.10082,2024,stat,stat.ML,stat.ML,True
2410.10082,2024,stat,stat.ML,cs.LG,False
2410.10082,2024,stat,stat.ML,stat.AP,False
2410.10082,2024,stat,stat.ML,stat.CO,False
2103.01291,2021,cs,cs.LG,cs.LG,True
2103.01291,2021,cs,cs.LG,stat.ML,False
2205.15503,2022,cs,cs.CL,cs.CL,True
2205.15503,2022,cs,cs.CL,cs.AI,False
2205.15503,2022,cs,cs.CL,cs.HC,False
2006.08138,2020,stat,stat.ML,stat.ML,True
2006.08138,2020,stat,stat.ML,cs.LG,False
2212.06645,2022,cs,cs.CL,cs.CL,True
2401.12216,2024,stat,stat.ML,stat.ML,True
2401.12216,2024,stat,stat.ML,cs.LG,False
2401.12216,2024,stat,stat.ML,math.OC,False
2310.10448,2023,stat,stat.ML,stat.ML,True
2310.10448,2023,stat,stat.ML,cs.LG,False
2002.06946,2020,stat,stat.ML,stat.ML,True
2002.06946,2020,stat,stat.ML,cs.LG,False
2002.06946,2020,stat,stat.ML,cs.RO,False
2410.03801,2024,cs,cs.LG,cs.LG,True
2410.03801,2024,cs,cs.LG,cs.NE,False
2410.03801,2024,cs,cs.LG,stat.ML,False
2210.09058,2022,stat,stat.ML,stat.ML,True
2210.09058,2022,stat,stat.ML,cs.LG,False
2303.17048,2023,stat,stat.AP,stat.AP,True
2008.03920,2020,stat,stat.ML,stat.ML,True
2008.03920,2020,stat,stat.ML,cs.AI,False
2008.03920,2020,stat,stat.ML,cs.LG,False
2504.09902,2025,cs,cs.HC,cs.HC,True
2101.07683,2021,stat,stat.ML,stat.ML,True
2101.07683,2021,stat,stat.ML,cs.LG,False
2101.07683,2021,stat,stat.ML,stat.AP,False
2310.17769,2023,cs,cs.CL,cs.CL,True
2310.17769,2023,cs,cs.CL,cs.AI,False
2511.23212,2025,stat,stat.ML,stat.ML,True
2511.23212,2025,stat,stat.ML,cs.LG,False
2511.23212,2025,stat,stat.ML,math.ST,False
2511.23212,2025,stat,stat.ML,stat.TH,False
2402.13100,2024,stat,stat.AP,stat.AP,True
2509.20852,2025,cs,cs.LG,cs.LG,True
2509.20852,2025,cs,cs.LG,cs.AI,False
2509.20852,2025,cs,cs.LG,cs.CE,False
2509.20852,2025,cs,cs.LG,cs.CV,False
2005.00466,2020,stat,stat.ML,stat.ML,True
2005.00466,2020,stat,stat.ML,cs.LG,False
2005.00466,2020,stat,stat.ML,stat.ME,False
2408.05200,2024,cs,cs.CL,cs.CL,True
2408.05200,2024,cs,cs.CL,cs.AI,False
2212.02374,2022,cs,cs.LG,cs.LG,True
2212.02374,2022,cs,cs.LG,cs.AI,False
2410.15207,2024,cs,cs.HC,cs.HC,True
2410.15207,2024,cs,cs.HC,cs.CY,False
2405.02045,2024,cs,cs.HC,cs.HC,True
2110.04232,2021,stat,stat.ML,stat.ML,True
2110.04232,2021,stat,stat.ML,cs.IR,False
2110.04232,2021,stat,stat.ML,cs.LG,False
2110.04232,2021,stat,stat.ML,stat.ME,False
2403.09086,2024,cs,cs.LG,cs.LG,True
2405.09493,2024,stat,stat.ML,stat.ML,True
2405.09493,2024,stat,stat.ML,cs.LG,False
2311.09544,2023,cs,cs.IR,cs.IR,True
2311.09544,2023,cs,cs.IR,cs.AI,False
2311.09544,2023,cs,cs.IR,cs.LG,False
2202.11097,2022,cs,cs.LG,cs.LG,True
2202.11097,2022,cs,cs.LG,cs.SI,False
2202.11097,2022,cs,cs.LG,stat.ML,False
2006.07461,2020,cs,cs.LG,cs.LG,True
2006.07461,2020,cs,cs.LG,cs.AI,False
2006.07461,2020,cs,cs.LG,stat.ML,False
2304.10576,2023,stat,stat.AP,stat.AP,True
2310.05655,2023,stat,stat.ML,stat.ML,True
2310.05655,2023,stat,stat.ML,cs.AI,False
2310.05655,2023,stat,stat.ML,cs.LG,False
2004.06764,2020,stat,stat.AP,stat.AP,True
2106.09777,2021,cs,cs.LG,cs.LG,True
2106.09777,2021,cs,cs.LG,stat.ML,False
2202.04719,2022,stat,stat.ML,stat.ML,True
2202.04719,2022,stat,stat.ML,cs.LG,False
2202.04719,2022,stat,stat.ML,cs.SI,False
2202.04719,2022,stat,stat.ML,stat.ME,False
2412.15429,2024,cs,cs.LG,cs.LG,True
2412.15429,2024,cs,cs.LG,cs.AI,False
2408.11202,2024,stat,stat.ML,stat.ML,True
2408.11202,2024,stat,stat.ML,cs.AI,False
2408.11202,2024,stat,stat.ML,cs.LG,False
2412.02528,2024,cs,cs.AI,cs.AI,True
2506.10200,2025,cs,cs.LG,cs.LG,True
2509.23800,2025,stat,stat.ML,stat.ML,True
2509.23800,2025,stat,stat.ML,cs.LG,False
2402.11552,2024,stat,stat.ML,stat.ML,True
2402.11552,2024,stat,stat.ML,cs.LG,False
2402.11552,2024,stat,stat.ML,cs.NA,False
2402.11552,2024,stat,stat.ML,math.NA,False
2409.10702,2024,cs,cs.HC,cs.HC,True
2409.10702,2024,cs,cs.HC,cs.AI,False
2409.10702,2024,cs,cs.HC,cs.CL,False
2409.10702,2024,cs,cs.HC,cs.LG,False
2106.04222,2021,cs,cs.CL,cs.CL,True
2505.17374,2025,cs,cs.HC,cs.HC,True
2505.17374,2025,cs,cs.HC,cs.CL,False
2207.11577,2022,cs,cs.LG,cs.LG,True
2207.11577,2022,cs,cs.LG,q-fin.ST,False
2011.03173,2020,stat,stat.ML,stat.ML,True
2011.03173,2020,stat,stat.ML,cs.LG,False
2011.08171,2020,stat,stat.AP,stat.AP,True
2112.11444,2021,cs,cs.AI,cs.AI,True
2112.11444,2021,cs,cs.AI,cs.CL,False
2206.06090,2022,stat,stat.ML,stat.ML,True
2206.06090,2022,stat,stat.ML,cs.LG,False
2206.06090,2022,stat,stat.ML,cs.NE,False
2205.08132,2022,stat,stat.ML,stat.ML,True
2205.08132,2022,stat,stat.ML,cs.CY,False
2205.08132,2022,stat,stat.ML,cs.LG,False
2407.17246,2024,cs,cs.LG,cs.LG,True
